TWEET_ID,TWEET,TWEET_Label
366205297557110000,"details: radioactive water from under #fukushima has risen 60cm above protective barrier, freely leaking to ocean URL",false
369506008172740000,fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day: URL,false
370855596050108000,"fukushima's new looming crisis: radioactive groundwater seeping toward pacific ocean, @mariyamaguchi reports: URL -jm",false
372489152903643000,"fukushima now in state of emergency, leaking 300 tons of radioactive water into the ocean daily learn more: URL",false
372901260183494000,fukushima â€“ toxic water leak a level 3 serious incident URL fuck you tepco! fucking ocean is boiling!!! #yan,false
372914976102834000,"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL",false
376874273601630000,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",false
376982539132366000,j.k. rowling is working on an 8th harry potter book.,false
377002232257855000,j.k. rowling is working on an 8th harry potter book.,false
377519445578895000,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,false
380055172896272000,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense",false
380140114552188000,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?! URL",false
386682163862986000,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website URL",false
386998038004113000,this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL,false
387006553124896000,"barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game.",false
387006700609228000,really? amber alert website goes dark under government shutdown URL,false
387007120689737000,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",false
387009577763360000,really? amber alert website goes dark under government shutdown URL,false
387010299536355000,"as a former federal agent i find this story hard to believe, even for this white house. URL #spitehouse",false
387021726007042000,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown,false
387030572779847000,non-essential services shutdown? can someone explain to me how URL is essential while URL is not?,false
387031585834278000,obama has shut down amber alert website to find missing children but still has fuel economy website up URL,false
387041762331471000,obama keeps michelle's URL site running despite the shutdown but URL is shutdown because? #spitehouse,false
387050178932654000,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty",false
387220814531395000,"amber alert website, which shows critical missing children bulletins, is offline due to government shutdown URL",false
387233034350514000,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",false
387236601450864000,"white house #shutdown URL , but are posting alerts on him getting a sandwich. URL",false
387237225286479000,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",false
387281927427727000,never thought iâ€™d see the day when obama would play politics with kids. URL #pjnet URL,false
387309869080281000,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL,false
387353560356118000,a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts. URL,false
407156621450571000,â€œr.i.p to the driver who died with paul walker that no one cares about because he wasnâ€™t famousâ€ omg:(,true
407158558158254000,paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker,true
407159686786732000,paul walker's fast and the furious costars and more react to the actor's tragic death: URL,true
407161635439013000,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",true
407162181059612000,paul walker died at the age of 40 saturday. our hearts go out to his family and friends: URL,true
407163499723624000,paul walker died shortly after attending a charity event for his organization reach out worldwide URL,true
407163869673443000,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.,true
407164247768977000,r.i.p to the driver who died with paul walker that no one cares about because he wasnâ€™t famous.,true
407164597511393000,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true
407167258452971000,paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL,true
407167928313081000,fast & furious stars heartbreakingly mourn paul walker's death URL URL,true
407169212428206000,#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.,true
407169699559247000,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL",true
407169885345943000,r.i.p to the driver who died with paul walker that no one cares about because he wasnâ€™t famous,true
407170170533064000,"last picture of paul walker taken before his death in a car crash.#rippaulwalker fast & furious won't be same w/o u. URL """,true
407170443443859000,"r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador.",true
407173794583695000,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL,true
407174474207731000,still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious URL,true
407176055657484000,"the last photo of paul walker, taken just before the crash that killed him. rip URL",true
407176873605865000,new info on the crash that killed paul walker URL #rippaulwalker,true
407177474788057000,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true
407179055763836000,did speed play a part in paul walker's death? URL,true
407181813174788000,paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw,true
407182194206322000,the motoring world responds to paul walker's death URL URL,true
407182466613792000,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL",true
407184707118309000,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",true
407184730988097000,"my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. #rippaulwalker",true
407185422523977000,so paul walker is still alive ? dead or alive sia ?! #paulwalker URL,true
407187197427593000,"paul walker's character in fast and the furious was named brian"",brian from family guy also died this week,both deaths involved cars."" umm",true
407188779255222000,paul walker remembered: celebs react to 'fast and furious' star's death URL,true
407189015582887000,rip roger rodas the man who died with paul walker in the fatal car crash #dontforgethim URL,true
407191058108256000,r.i.p paul walker â™¥ he died doing what he lovedâ™¥ URL,true
407191144880439000,im still on that paul walker situation i can't believe he died especially in a car.,true
407192027714322000,hard to believe paul walker died yesterday. no more fast & furious. way too young. #rip URL,true
407192126032986000,"ap video: police say speed was a factor in an l.a. crash that killed 2, including ""fast & furious"" actor paul walker: URL",true
407192370040803000,remembering paul walker: URL URL,true
407193347279699000,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",true
407197113286545000,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,true
407197672702214000,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL",true
407198255793987000,2013 was doing alright till i found out paul walker died ..,true
407198615137181000,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL,true
407205009676587000,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,true
407205235682050000,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous,true
407205404075376000,r.i.p to the driver who died with paul walker that no one cares about because he wasnâ€™t famous.,true
407206094747209000,r.i.p to roger rodas who died alongside paul walker URL,true
407209131351629000,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,true
407209222850756000,r.i.p rodger rodas the guy no one seems to care about because he's not famous (died with paul walker) URL,true
407209892013821000,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL,true
407211258304552000,paul walker was doing good and giving back on the day of his tragic death: URL,true
407212665350942000,'fast and furious' cast mourns paul walker's death URL,true
407213757048160000,r.i.p paul walker.... he died doing what he loved... and that's going fast. URL,true
407213772328022000,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",true
407217471473451000,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL",true
407217865973329000,"rip roger rodas, the man who died with paul walker. #rippaulwalker #riprogerrodas URL",true
407218583135997000,"r.i.p. to roger rodas, the guy that died with paul walker. he's human too URL",true
407223928084766000,paul walker's death: 'fast & furious 7' delayed but won't be scrapped URL,true
407229989902225000,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,true
407231591191035000,"paul walker died too fast, i'm furious.. :/",true
407231740764508000,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,true
407232661107642000,the five movie roles that made us fall in love with paul walker URL #rippaulwalker URL,true
407233172380733000,paul walker's last pic before his death in car accident :'( #rip #paulwalker URL,true
407234399093022000,"also, rip roger rodas the man who died along with paul walker that seems to never be mentioned URL",true
407236151167025000,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true
407237676350185000,@realpaulwalker died in a fiery car crash. @fastfurious filmmakers will commemorate his legacy by dedicating the next six sequels to him.,true
407244865018155000,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.,true
407248574099894000,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",true
407253198395555000,fast & furious 7 might still come out even after paul walker's death URL,true
407253554039386000,"tyrese at the crash site, where paul walker died, i proper feel for him URL",true
407254590363426000,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",true
407258075502899000,this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. URL,true
407262869152358000,"paul walker was ""so happy"" hours before his tragic death URL",true
407262953533353000,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL,true
407264593027670000,rip to the driver roger that died with paul walker that no one talks about because he wasn't famous. URL,true
407267881131732000,watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. URL,true
407269894938718000,tmz posted this two days before paul walker died ..... #illuminati URL,true
407275991610818000,paul walker's death brought out the worst in some twitter users. i compiled the stupidity for @vice URL,true
407279190913069000,fast & furious franchise responds to paul walker's death: URL URL,true
407290084593913000,rip to the driver who was also killed along with paul walker who no one seems to care about... URL,true
407290871856369000,"r.i.p paul walker, why are people making jokes about his death? not funny at all!",true
407292452060815000,"in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker",true
427652211414274000,ex-marlboro man dies from smoking-related disease... URL,true
427662266993889000,actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease: URL,true
427666815842414000,ex-marlboro man dies from smoking -related disease URL via @fox411,true
427689948398231000,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL,true
427690961280696000,man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL,true
427725166127226000,"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL",true
427762638274437000,actor who played marlboro man in ads dies from smoking-related disease URL,true
427780584979836000,marlboro ad man eric lawson dies of chronic lung disease URL @guardianworld,true
427831952826449000,ex-marlboro man dies from smoking-related disease - URL,true
427846006600777000,marlboro man dies of smoking-related disease URL URL,true
427924694663454000,actor who played marlboro man in ads dies from smoking-related disease URL,true
427944719612915000,ex-marlboro man dies from smoking-related disease URL,true
428366153149194000,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,false
435998882250899000,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",false
436001434212249000,talking angela is an app that has been hacked and asks for you personal information. spread the word URL,false
436074888638763000,"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",false
436089462326849000,omfg read this its my personal experience with talking angela URL,false
436146437530075000,not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food,true
436157173161144000,"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",false
436157398269849000,"hot pockets recall involves meat from place fda says ""processed diseased and unsound animals. URL URL",true
436160836524965000,nestlÃ© usa has issued a recall of hot pockets. see the varieties affected: URL,true
436195672677953000,"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL",false
436215971272212000,"talking angela is a hacker ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life"" URL",false
445495350171013000,#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again,true
450341615979069000,"@dangerburgundy: @joerogan what...successful clone of dinosaurs URL  holy shit, is that real?",false
455525437351800000,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,false
470025166760980000,where is michelle obamaâ€™s hashtag for meriam ibrahim? sheâ€™s pregnant and sentenced to die URL URL,false
482880640560271000,religious subjugation? u.s. troops in bahrain getting ramadan training. URL #tcot,false
489794369487380000,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,false
489794593580650000,breaking: malaysia airlines passenger 'shot down' near russian border in ukraine URL URL,false
489794696013967000,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,false
489796088338341000,breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL,false
489796998615547000,breaking: malaysia airlines plane 'shot down' travelling from amsterdam to kuala lumpur URL URL,false
489798219283857000,ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL,false
489798752358916000,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,false
489798752438583000,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,false
489800427152879000,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL,false
489802446001434000,latest so far on shot down malaysia airlines plane #mh17 URL URL,false
489812926828924000,"#mh17 was shot down by ""terrorists,"" an advisor to ukraineâ€™s minister of internal affairs says URL URL",false
489816746405007000,first photo from the malaysia airlines crash site in ukraine. via @reuters URL #mh17 URL,false
489818014364086000,#mh17 is believed shot down with old soviet-built buk surface-to-air missile system. URL URL,false
489820657291911000,reported photographs from malaysia airlines #mh17 crash: URL URL,false
489829414704648000,à¹€à¸œà¸¢à¸à¸šà¸à¸¢à¸¹à¹€à¸„à¸£à¸™à¸­à¸²à¸ˆà¹€à¸‚à¹‰à¸²à¹ƒà¸ˆà¸œà¸´à¸”à¸„à¸´à¸”à¸§à¹ˆà¸² #mh17 à¹€à¸›à¹‡à¸™à¹€à¸„à¸£à¸·à¹ˆà¸­à¸‡à¸šà¸´à¸™à¸—à¸«à¸²à¸£à¸¢à¸¹à¹€à¸„à¸£à¸™à¸£à¸¸à¸à¸¥à¹‰à¸³ / 14 à¸.à¸„.à¸à¹‡à¹€à¸žà¸´à¹ˆà¸‡à¸¢à¸´à¸‡à¸•à¸à¹„à¸›à¸¥à¸³ URL URL,false
489833932813516000,this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL,false
489836271049928000,could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL,false
489836441120145000,first pics from the site in ukraine where #mh17 crashed URL URL,false
489841070818488000,'nine britons and 80 children' feared dead after flight #mh17 'shot down' URL URL,false
489854703321509000,"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL",false
489865454312099000,authorities collecting passports at #mh17 crash site. australian coat of arms clearly visible. URL URL,false
489867900296368000,"pro-russian rebel leader in leaked audio: ""cossacks"" shot down the plane URL #mh17 URL",false
489872119158046000,"latest: malaysia airlines #mh17 shot down by a surface-to-air missile, u.s. officials say URL URL",false
489872500462190000,new. leaked phone call between rebel leader & russian intel agent: â€œcossacksâ€ shot down #mh17. URL URL,false
489874311143260000,.@vp biden: malaysia airlines #mh17 was 'shot down not an accident. blown out of the sky.' URL,false
489887806018183000,malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17,false
489902412900343000,update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL,false
489968646014246000,here's the passenger breakdown by nationality: URL #mh17 URL,false
489970164469751000,current passenger breakdown by nationality - via @theage @smh #mh17 URL URL,false
489974591985840000,ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,false
489975398151618000,a memorial for #mh17 victims forms near the netherlands embassy in kiev: URL (roman pilipey/epa) URL,false
490080544949276000,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL,false
490136764619948000,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL,false
490141776984825000,u.s intel: missile that hit #mh17 was most likely fired by pro-russian separatists. details: URL URL,false
491200302365040000,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL,false
491241885399539000,"ukrainian military jet was flying close to #mh17 before it was shot down, says russian officer URL URL",false
491591245152935000,"a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says: URL URL",false
495305620342714000,"tesla says it's broken ground near reno, nevada for a $5 billion battery plant: URL URL",true
495365942726381000,"#riphulkhogan. you lifted weights, but you also lifted my heart.",false
495366618818830000,#riphulkhogan my heart is ripping like your shirt. wwe'll miss you.,false
495583434954514000,"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war. URL",false
496698590153416000,justin bieber ringtone saves russian fisherman from potentially fatal bear attack.,false
497073936077959000,#breaking: justin bieber thwarts bear attack!! URL URL,false
498280126254428000,"mike brown was staying with his grandmother for the summer, who lived in the community. #ferguson",unverified
499366666300846000,line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed. URL,unverified
499368931367608000,"currently the #foxnews website has zero, repeat, zero coverage of the #ferguson protests, probably due to lack of cowboy hats.",unverified
499456140044824000,st. louis co police tell me ofcr shot a man who pointed handgun at him at chambers & sheffingdell at about 1 a.m. man in critical. #ferguson,unverified
499530130487017000,a woman in #ferguson was shot in head last night and released this selfie. conflicting reports of how it happened: URL,unverified
499612545909415000,"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson",unverified
499679379820412000,confirmed: #mikebrown had no criminal record. URL #ferguson URL,true
499683602452717000,confirmed: this is irrelevant. rt @ksdknews: confirmed: #mikebrown had no criminal record. URL #ferguson,true
500258409988763000,"name of #ferguson cop is expected to be released by 9 et, police chief says: URL (j.b. forbes, ap) URL",unverified
500270780832174000,police in #ferguson plan to release name of officer who shot unarmed teen michael brown: URL URL,unverified
500278045597368000,urgent: darren wilson is the police officer who shot mike brown URL #ferguson URL,unverified
500278294055768000,"ferguson police chief: officer involved in shooting of michael brown was darren wilson, a 6-year veteran with no disciplinary record",true
500279160795721000,"question for #ferguson police chief? if officer darren wilson was in pursuit of a robbery suspect, why tell kids to get out of the road? lie",unverified
500279189405433000,"that was very ""slick"" of the police chief to create a narrative that #mikebrown was a ""suspect"" in a robbery! #ferguson",unverified
500280422295937000,darren wilson is a six year veteran of the #ferguson police and had no disciplinary actions against him.,unverified
500280838710247000,"police reports released this morning indicate mike brown was a suspect in a ""strong-armed"" robbery in #ferguson",unverified
500281094239817000,#mikebrown wanted to walk down the street. and he is dead. and the #ferguson pd is using his silence in death to make him a criminal.,unverified
500281131057811000,"breaking news: according to documents released to the press, #mikebrown was connected to an earlier robbery #ferguson URL",unverified
500284699546517000,if there is surveillance of a robbery why release stills and not the video itself? #ferguson,unverified
500286058664579000,update: #ferguson police release stills from convenience store footage showing robbery URL URL,unverified
500288349924782000,did anyone think of comparing the clothes that #mikebrown was wearing when he was laying on the street to the security footage? #ferguson,unverified
500290456845299000,here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess URL,unverified
500294803402137000,photos of alleged robbery involving michael brown in #ferguson (via police) URL URL,unverified
500295393301647000,the other day i asked a manager at the #ferguson market if police had requested surveillance video. she said no.,unverified
500298752469770000,shoot unarmed kid. conceal evidence. impose martial law. harass reporters. smear the victim. worst. police. ever. #ferguson #mikebrown,unverified
500303431928922000,"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson",unverified
500307001629745000,it appears that #ferguson pd are trying to assassinate mike brown's character after literally assassinating mike brown.,unverified
500308076004929000,"possible ""robbery"" took place and bam! like magic it's as if another unarmed black youth being murdered has been forgotten #smh #ferguson",unverified
500319675797209000,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",unverified
500319801344929000,"the day #ferguson cops told a dirty, bloody lie (via @thedailybeast): URL URL",unverified
500327106824245000,"all weekend ppl will be talking about the ""robbery"" instead of the shooting bc #ferguson pd didn't release any info about the shooting.",unverified
500327120770301000,how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson,unverified
500332933098385000,"if you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #ferguson",unverified
500341884678836000,"hobby lobby asks #ferguson pd for clarification: ""we thought chopping off someone's hand was the maximum penalty for shoplifting""",unverified
500347114975944000,new link: #ferguson police release video they say shows a robbery involving #michaelbrown: URL URL,unverified
500354773133299000,"in 2009, #ferguson police beat a man and charged him for bleeding on them: URL",unverified
500363126294863000,the #ferguson police chief just basically confirmed #mikebrown was gunned to death for the crime of walking in the street? horrific.,unverified
500363740311982000,what's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,unverified
500371149713178000,in what world do you let a cop who killed someone leave town? URL #ferguson,unverified
500377145349521000,to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,unverified
500377906305327000,"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL",unverified
500378522788315000,#ferguson police: officer involved in fatal shooting of michael brown didn't know he was suspect in alleged robbery. URL,unverified
500381163866062000,report: #ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 URL,unverified
500389488217309000,#ferguson chief let most of day go by b4 disclosing (after repeated qs) that cop who killed #mikebrown knew nothing about robbery. danger,unverified
500391222075076000,"store owner told @fox2now monday that there was a theft, but said it was not michaelbrown; said it was someone else #ferguson",unverified
500394061887709000,"the press conf makes #ferguson pd look like they've gone from stonewalling to counter punching. we give up a name, we drag his thru the mud.",unverified
500413818368184000,"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town URL",unverified
501474962935648000,"the first general killed in a combat zone since vietnam, it is a travesty that obama did not attend major general harold greeneâ€™s funeral",false
501760566160289000,"78 were arrested overnight in ferguson, more than double the total reported by authorities URL URL",false
501768276523761000,a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL,false
501774251901198000,a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL,false
501774615837163000,list of overnight arrests in #ferguson much higher than officials reported URL URL via @fergusonunity,false
501781217411215000,"78, not 31, arrested overnight in #ferguson. URL",false
501785003144273000,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,false
501827465032237000,#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq. URL,true
501881262240694000,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",true
501934077612941000,wapo: 'british examining [foley] video...to compare it with former guantanamo bay prisoners...believed to have joined the islamic state.',unverified
503498696273965000,"â€œkey [foley beheading] suspect is abdel majed bary, 23, who left his $1m west london home last yearâ€¦.â€ URL",unverified
503609826128044000,suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL,unverified
503610065769598000,#breaking: suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL via @israelbreaking,unverified
503714147138166000,"looks so innocent without the hood. you would never think this london rapper, abdel-majed abdel bary, beheaded foley URL",unverified
504106473467944000,this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender,true
504109775358287000,@antoniofrench alleged new shooting audio of #michaelbrown / URL,true
504131150429061000,"breaking: fbi uncovers new audio from neighbor on skype, lawyer counts 11 shots #mikebrown URL URL",true
504131654810877000,attorney: new audio reveals pause in gunfire when michael brown was shot. URL,true
504243239084236000,"new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL",true
504244627680272000,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more URL,true
504267796424163000,can new audio help the michael brown investigation? listen to what an attorney says could be key to the investigation URL,true
504304227246538000,audio may have captured michael brown shooting URL,true
504387128013246000,fbi probing alleged audio of michael brown shooting URL URL,true
504419526998360000,nhl expansion to las vegas is reportedly 'a done deal.' URL URL,false
504433135036407000,gonna be unreal when las vegas goes undefeated at home every year........ #nhl #expansion,false
504441156575297000,looking forward to first matchup between las vegas nhl expansion team and a canadian team URL,false
504448356584677000,"nhl expansion â€“ four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees",false
504450741126582000,waking up late for pre-game skate in vegas like... #nhl #expansion URL,false
504453071041482000,report: #nhl expansion to las vegas â€˜a done dealâ€™ URL URL,false
504478567062056000,"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL",false
504500863944376000,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)",false
504652021601800000,#icebucketchallenge donations exceed $94 million. thank you for your support! URL,false
504771233557147000,maybe tupac is alive and we're dead.,false
504830161993609000,"still waiting for tupac to accept my als ice bucket challenge. bruh, i know you're still alive.",false
505369323922522000,tupac was hiding for 18 years ðŸ˜³ URL,false
505611045897924000,"15 year old who ""swatted"" gamer convicted of domestic terrorism; 25 years to life in federal prison URL",false
